hedId	rdfs:label	Level	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo
HED_0012781	EMG-channel-finding	1	Polygraphic-channel-finding	suggestedTag=Finding-significance-to-recording	EMG channel findings involve distinctive muscular activity patterns and characteristics observed in the Electromyography recording.	"Polygraphic-channel-finding and (suggestedTag value ""Finding-significance-to-recording"")"
HED_0012782	EMG-muscle-side	2	EMG-channel-finding			
HED_0012783	EMG-left-muscle	3	EMG-muscle-side			
HED_0012784	EMG-left-muscle-#	4	EMG-left-muscle	takesValue, valueClass=textClass	Free text.	"EMG-left-muscle and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012785	EMG-right-muscle	3	EMG-muscle-side			
HED_0012786	EMG-right-muscle-#	4	EMG-right-muscle	takesValue, valueClass=textClass	Free text.	"EMG-right-muscle and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012787	EMG-bilateral-muscle	3	EMG-muscle-side			
HED_0012788	EMG-bilateral-muscle-#	4	EMG-bilateral-muscle	takesValue, valueClass=textClass	Free text.	"EMG-bilateral-muscle and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012789	EMG-muscle-name	2	EMG-channel-finding			
HED_0012790	EMG-muscle-name-#	3	EMG-muscle-name	takesValue, valueClass=textClass	Free text.	"EMG-muscle-name and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012791	EMG-feature	2	EMG-channel-finding			
HED_0012792	EMG-myoclonus	3	EMG-feature			
HED_0012793	Negative-myoclonus	4	EMG-myoclonus			
HED_0012794	Negative-myoclonus-#	5	Negative-myoclonus	takesValue, valueClass=textClass	Free text.	"Negative-myoclonus and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012795	EMG-myoclonus-rhythmic	4	EMG-myoclonus			
HED_0012796	EMG-myoclonus-rhythmic-#	5	EMG-myoclonus-rhythmic	takesValue, valueClass=textClass	Free text.	"EMG-myoclonus-rhythmic and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012797	EMG-myoclonus-arrhythmic	4	EMG-myoclonus			
HED_0012798	EMG-myoclonus-arrhythmic-#	5	EMG-myoclonus-arrhythmic	takesValue, valueClass=textClass	Free text.	"EMG-myoclonus-arrhythmic and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012799	EMG-myoclonus-synchronous	4	EMG-myoclonus			
HED_0012800	EMG-myoclonus-synchronous-#	5	EMG-myoclonus-synchronous	takesValue, valueClass=textClass	Free text.	"EMG-myoclonus-synchronous and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012801	EMG-myoclonus-asynchronous	4	EMG-myoclonus			
HED_0012802	EMG-myoclonus-asynchronous-#	5	EMG-myoclonus-asynchronous	takesValue, valueClass=textClass	Free text.	"EMG-myoclonus-asynchronous and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012803	EMG-PLMS	3	EMG-feature		Periodic limb movements in sleep.	
HED_0012804	EMG-spasm	3	EMG-feature			
HED_0012805	EMG-spasm-#	4	EMG-spasm	takesValue, valueClass=textClass	Free text.	"EMG-spasm and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012806	EMG-tonic-contraction	3	EMG-feature			
HED_0012807	EMG-tonic-contraction-#	4	EMG-tonic-contraction	takesValue, valueClass=textClass	Free text.	"EMG-tonic-contraction and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012808	EMG-asymmetric-activation	3	EMG-feature			
HED_0012809	EMG-asymmetric-activation-left-first	4	EMG-asymmetric-activation			
HED_0012810	EMG-asymmetric-activation-left-first-#	5	EMG-asymmetric-activation-left-first	takesValue, valueClass=textClass	Free text.	"EMG-asymmetric-activation-left-first and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012811	EMG-asymmetric-activation-right-first	4	EMG-asymmetric-activation			
HED_0012812	EMG-asymmetric-activation-right-first-#	5	EMG-asymmetric-activation-right-first	takesValue, valueClass=textClass	Free text.	"EMG-asymmetric-activation-right-first and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012813	Other-EMG-features	3	EMG-feature	requireChild		EMG-feature and (requireChild value true)
HED_0012814	Other-EMG-features-#	4	Other-EMG-features	takesValue, valueClass=textClass	Free text.	"Other-EMG-features and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012815	Other-polygraphic-channel	1	Polygraphic-channel-finding	requireChild		Polygraphic-channel-finding and (requireChild value true)
HED_0012816	Other-polygraphic-channel-#	2	Other-polygraphic-channel	takesValue, valueClass=textClass	Free text.	"Other-polygraphic-channel and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012817	Sleep-and-drowsiness	0	HedTag		The features of the ongoing activity during sleep are scored here. If abnormal graphoelements appear, disappear or change their morphology during sleep, that is not scored here but at the entry corresponding to that graphooelement (as a modulator).	HedTag and (inHedSchema some ScoreSchema)
HED_0012818	Sleep-architecture	1	Sleep-and-drowsiness	suggestedTag=Property-not-possible-to-determine	For longer recordings. Only to be scored if whole-night sleep is part of the recording. It is a global descriptor of the structure and pattern of sleep: estimation of the amount of time spent in REM and NREM sleep, sleep duration, NREM-REM cycle.	"Sleep-and-drowsiness and (suggestedTag value ""Property-not-possible-to-determine"")"
HED_0012819	Normal-sleep-architecture	2	Sleep-architecture			
HED_0012820	Abnormal-sleep-architecture	2	Sleep-architecture			
HED_0012821	Sleep-stage-reached	1	Sleep-and-drowsiness	requireChild, suggestedTag=Property-not-possible-to-determine, suggestedTag=Finding-significance-to-recording	For normal sleep patterns the sleep stages reached during the recording can be specified	"Sleep-and-drowsiness and (requireChild value true) and (suggestedTag value ""Property-not-possible-to-determine"") and (suggestedTag value ""Finding-significance-to-recording"")"
HED_0012822	Sleep-stage-N1	2	Sleep-stage-reached		Sleep stage 1.	
HED_0012823	Sleep-stage-N1-#	3	Sleep-stage-N1	takesValue, valueClass=textClass	Free text.	"Sleep-stage-N1 and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012824	Sleep-stage-N2	2	Sleep-stage-reached		Sleep stage 2.	
HED_0012825	Sleep-stage-N2-#	3	Sleep-stage-N2	takesValue, valueClass=textClass	Free text.	"Sleep-stage-N2 and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012826	Sleep-stage-N3	2	Sleep-stage-reached		Sleep stage 3.	
HED_0012827	Sleep-stage-N3-#	3	Sleep-stage-N3	takesValue, valueClass=textClass	Free text.	"Sleep-stage-N3 and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012828	Sleep-stage-REM	2	Sleep-stage-reached		Rapid eye movement.	
HED_0012829	Sleep-stage-REM-#	3	Sleep-stage-REM	takesValue, valueClass=textClass	Free text.	"Sleep-stage-REM and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012830	Sleep-spindles	1	Sleep-and-drowsiness	suggestedTag=Finding-significance-to-recording, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Finding-amplitude-asymmetry	Burst at 11-15 Hz but mostly at 12-14 Hz generally diffuse but of higher voltage over the central regions of the head, occurring during sleep. Amplitude varies but is mostly below 50 microV in the adult.	"Sleep-and-drowsiness and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Finding-amplitude-asymmetry"")"
HED_0012831	Arousal-pattern	1	Sleep-and-drowsiness	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Arousal pattern in children. Prolonged, marked high voltage 4-6/s activity in all leads with some intermixed slower frequencies, in children.	"Sleep-and-drowsiness and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
HED_0012832	Frontal-arousal-rhythm	1	Sleep-and-drowsiness	suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern	Prolonged (up to 20s) rhythmical sharp or spiky activity over the frontal areas (maximum over the frontal midline) seen at arousal from sleep in children with minimal cerebral dysfunction.	"Sleep-and-drowsiness and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
HED_0012833	Vertex-wave	1	Sleep-and-drowsiness	suggestedTag=Finding-significance-to-recording, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Finding-amplitude-asymmetry	Sharp potential, maximal at the vertex, negative relative to other areas, apparently occurring spontaneously during sleep or in response to a sensory stimulus during sleep or wakefulness. May be single or repetitive. Amplitude varies but rarely exceeds 250 microV. Abbreviation: V wave. Synonym: vertex sharp wave.	"Sleep-and-drowsiness and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Finding-amplitude-asymmetry"")"
HED_0012834	K-complex	1	Sleep-and-drowsiness	suggestedTag=Finding-significance-to-recording, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Finding-amplitude-asymmetry	A burst of somewhat variable appearance, consisting most commonly of a high voltage negative slow wave followed by a smaller positive slow wave frequently associated with a sleep spindle. Duration greater than 0.5 s. Amplitude is generally maximal in the frontal vertex. K complexes occur during nonREM sleep, apparently spontaneously, or in response to sudden sensory / auditory stimuli, and are not specific for any individual sensory modality.	"Sleep-and-drowsiness and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Finding-amplitude-asymmetry"")"
HED_0012835	Saw-tooth-waves	1	Sleep-and-drowsiness	suggestedTag=Finding-significance-to-recording, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Finding-amplitude-asymmetry	Vertex negative 2-5 Hz waves occurring in series during REM sleep	"Sleep-and-drowsiness and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Finding-amplitude-asymmetry"")"
HED_0012836	POSTS	1	Sleep-and-drowsiness	suggestedTag=Finding-significance-to-recording, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Finding-amplitude-asymmetry	Positive occipital sharp transients of sleep. Sharp transient maximal over the occipital regions, positive relative to other areas, apparently occurring spontaneously during sleep. May be single or repetitive. Amplitude varies but is generally below 50 microV.	"Sleep-and-drowsiness and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Finding-amplitude-asymmetry"")"
HED_0012837	Hypnagogic-hypersynchrony	1	Sleep-and-drowsiness	suggestedTag=Finding-significance-to-recording, suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Finding-amplitude-asymmetry	Bursts of bilateral, synchronous delta or theta activity of large amplitude, occasionally with superimposed faster components, occurring during falling asleep or during awakening, in children.	"Sleep-and-drowsiness and (suggestedTag value ""Finding-significance-to-recording"") and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Finding-amplitude-asymmetry"")"
HED_0012838	Non-reactive-sleep	1	Sleep-and-drowsiness		EEG activity consisting of normal sleep graphoelements, but which cannot be interrupted by external stimuli/ the patient cannot be waken.	
HED_0012839	Uncertain-significant-pattern	0	HedTag		EEG graphoelements or rhythms that resemble abnormal patterns but that are not necessarily associated with a pathology, and the physician does not consider them abnormal in the context of the scored recording (like normal variants and patterns).	HedTag and (inHedSchema some ScoreSchema)
HED_0012840	Sharp-transient-pattern	1	Uncertain-significant-pattern	suggestedTag=Brain-laterality, suggestedTag=Brain-region, suggestedTag=Sensors, suggestedTag=Appearance-mode, suggestedTag=Discharge-pattern		"Uncertain-significant-pattern and (suggestedTag value ""Brain-laterality"") and (suggestedTag value ""Brain-region"") and (suggestedTag value ""Sensors"") and (suggestedTag value ""Appearance-mode"") and (suggestedTag value ""Discharge-pattern"")"
